-27878.7878788,0.0
-19995.8298582,0.0
-15000.0,0.0
-12000.2816692,3.06747807313
-10000.9379438,2.68756747956
-8000.02667927,3.36407360727
-6599.0990991,1.91669468102
-5599.25131241,1.91821483924
-4800.40692464,3.23377530765
-4298.81909899,2.24389518495
-3998.23763135,1.75451400162
-3700.7219981,2.10556071018
-3400.51216438,1.84202377533
-2999.93379347,2.23670789773
-2399.62711991,1.90683809788
-1800.98529884,1.71643316066
-1300.78145715,1.48096676382
-899.8998999,1.121235746
-599.44864304,1.29981279181
-299.402951041,1.26426289545
0.45873854134,1.38620036485
299.571275996,1.28942675941
599.82349507,1.68312616795
899.634167544,1.45403847595
1300.68502776,1.44942292644
1800.76655239,2.13260241046
2399.43496239,1.40899430183
2999.89866164,1.66130348032
3401.12124371,2.30057826924
3700.7007007,1.81229698568
3997.997998,0.0
4298.81909899,2.24389518494
4800.40692464,3.23377530768
5599.25131239,1.91821483916
6599.09909908,1.91669468089
8000.08057026,3.45551821624
9998.55109959,2.45015105849
11997.4979149,0.0
15000.0,0.0
19995.8298582,0.0
